 7.000000030E-002 2.004999965E-001
 6.930884719E-002 2.044395059E-001
 6.865488738E-002 2.083840966E-001
 6.802687049E-002 2.123343050E-001
 6.732557714E-002 2.162705958E-001
 6.634835154E-002 2.201510966E-001
 6.521838903E-002 2.239858955E-001
 6.400407106E-002 2.277974039E-001
 6.272880733E-002 2.315887958E-001
 6.151397154E-002 2.353996038E-001
 6.022847071E-002 2.391881943E-001
 5.926952139E-002 2.430581003E-001
 5.758344010E-002 2.466841936E-001
 5.606843159E-002 2.503719926E-001
 5.456899107E-002 2.540811002E-001
 5.275329947E-002 2.576287985E-001
 5.110676959E-002 2.612676919E-001
 4.891971871E-002 2.646124065E-001
 4.670369998E-002 2.679404914E-001
 4.451823980E-002 2.712973952E-001
 4.206614941E-002 2.744346857E-001
 3.959064186E-002 2.775481939E-001
 3.690940142E-002 2.804698050E-001
 3.422389179E-002 2.834253907E-001
 3.135006875E-002 2.862139940E-001
 2.825831249E-002 2.887156904E-001
 2.490326017E-002 2.909091115E-001
 2.147645131E-002 2.929582000E-001
 1.795429923E-002 2.948862910E-001
 1.417525951E-002 2.961497903E-001
 1.049289107E-002 2.976930141E-001
 6.546288729E-003 3.010987937E-001
 4.999997560E-003 3.059999943E-001
 6.164063234E-003 3.098042905E-001
 9.252473712E-003 3.123799860E-001
 1.300396025E-002 3.137733936E-001
 1.672694087E-002 3.152396083E-001
 2.067586035E-002 3.159683943E-001
 2.467067912E-002 3.157495856E-001
 2.857206017E-002 3.148736060E-001
 3.245235980E-002 3.138591945E-001
 3.615050018E-002 3.123672009E-001
 3.935052082E-002 3.099676073E-001
 4.202913865E-002 3.069976866E-001
 4.453451931E-002 3.039382994E-001
 4.686627164E-002 3.006258905E-001
 4.911857098E-002 2.973180115E-001
 5.104691163E-002 2.938424945E-001
 5.262469128E-002 2.901439965E-001
 5.389899015E-002 2.863517106E-001
 5.499320850E-002 2.825073898E-001
 5.610952899E-002 2.786693871E-001
 5.719498172E-002 2.748224139E-001
 5.813888088E-002 2.709341049E-001
 5.909506977E-002 2.670500875E-001
 6.017193943E-002 2.631976902E-001
 6.109793857E-002 2.593075931E-001
 6.206671894E-002 2.554295063E-001
 6.318970025E-002 2.515850067E-001
 6.373190880E-002 2.476150990E-001
 6.481240690E-002 2.437963039E-001
 6.593000144E-002 2.399639040E-001
 6.649955362E-002 2.360032946E-001
 6.707365066E-002 2.320446968E-001
 6.771227717E-002 2.280963063E-001
 6.825342029E-002 2.241327018E-001
 6.889404356E-002 2.201844007E-001
 6.940416992E-002 2.162173986E-001
 7.000000030E-002 2.004999965E-001
